Vehicle_ID,Mileage_km,Fuel_Consumption_L_per_100km,Engine_Hours,Number_of_Trips,Engine_Temperature_C,Tire_Pressure_PSI,Battery_Voltage_V,Oil_Level_L,Vibration_Units,Noise_Level_dB,Breakdown_Incidents,Part_Replacements,Service_History,MaintenanceRequired
V03368,289251,16.39,4792,1921,104,34.5,13.9,1.2,3.39,54,3,4,0,0
V03369,164452,10.19,968,1279,72,34.2,11.5,4.58,9.91,70,1,4,4,0
V03370,249482,13.35,1039,713,95,30.6,11.9,1.86,9.16,61,1,5,0,1
V03371,59307,8.23,2324,524,78,36.4,15.0,2.25,0.15,57,2,7,3,0
V03372,63799,9.24,11736,454,105,26.1,14.0,3.49,2.08,75,2,5,1,0
V03373,81228,9.25,4835,485,88,36.3,13.1,4.84,1.4,71,0,8,0,0
V03374,183419,8.32,8773,1392,83,21.2,11.3,2.03,9.28,97,2,3,0,1
V03375,118210,15.56,9455,1225,98,35.4,11.5,4.91,0.74,53,4,8,0,0
V03376,131882,13.18,9272,1552,95,38.5,12.2,1.45,5.81,68,3,2,4,1
V03377,276004,13.42,2380,834,91,39.6,14.1,1.2,1.36,87,0,6,1,1
V03378,164978,16.08,6038,2332,106,43.2,11.7,2.67,3.63,60,4,1,2,0
V03379,115240,14.82,8889,392,101,29.3,13.4,4.52,1.58,98,2,4,3,0
V03380,78336,9.55,7756,514,72,29.4,12.3,1.09,5.0,60,3,7,5,0
V03381,226953,9.89,3356,770,113,25.2,14.2,2.16,1.73,69,0,8,3,1
V03382,243665,7.41,6189,594,85,31.9,13.5,1.84,2.58,61,2,4,3,0
V03383,175538,15.29,4788,763,98,28.5,13.3,4.17,6.07,63,1,5,3,0
V03384,268195,6.67,11505,2366,95,43.0,10.3,4.92,6.73,65,3,8,5,0
V03385,191626,6.39,1519,621,97,42.4,12.1,4.93,1.97,57,3,1,3,0
V03386,147924,7.3,4513,223,110,27.3,11.2,3.42,5.19,73,3,2,4,0
V03387,82681,7.43,8236,1979,92,27.9,10.5,3.15,9.81,55,3,9,0,1
V03388,277413,17.38,7122,2337,103,31.0,11.2,2.97,8.37,78,4,1,1,1
V03389,95942,16.58,6575,312,104,24.6,12.6,3.92,0.39,96,3,0,1,1
V03390,123066,6.63,6857,1523,103,24.8,14.3,3.76,7.64,87,2,8,5,1
V03391,176476,14.71,1367,1206,85,37.0,14.2,1.73,6.06,92,4,4,0,1
V03392,180819,8.14,904,642,89,37.3,12.6,2.74,1.99,72,0,0,3,0
V03393,229444,16.84,10367,540,73,43.9,12.7,1.84,5.38,60,0,2,3,0
V03394,86792,10.63,6372,2387,74,28.1,12.8,2.49,2.71,90,1,0,5,0
V03395,91969,11.56,4093,2168,82,36.9,13.0,3.34,5.9,71,1,7,3,0
V03396,221593,15.2,6573,1400,72,29.9,14.3,4.45,7.34,90,0,2,5,1
V03397,115296,17.07,11665,738,110,23.7,12.0,2.7,7.77,76,4,4,3,1
V03398,198495,16.06,5737,1396,82,29.1,11.6,3.29,5.79,62,2,2,5,0
V03399,189624,9.55,6481,1608,101,27.5,10.1,4.34,0.33,94,1,8,1,0
V03400,263862,17.6,5347,317,91,36.8,11.4,4.17,2.65,72,3,5,3,1
V03401,263618,12.73,772,415,116,40.4,14.4,3.24,2.14,57,3,8,4,1
V03402,286632,10.72,2071,1809,81,27.7,12.4,3.11,6.21,56,3,6,5,1
V03403,276896,13.84,8413,1486,100,21.1,15.0,2.51,7.56,82,3,0,0,0
V03404,270388,7.7,6714,1511,92,24.1,10.5,4.37,9.83,97,3,1,0,1
V03405,112891,13.81,11025,248,85,33.9,10.1,2.15,3.33,66,0,9,4,0
V03406,243832,15.48,4402,884,96,39.7,12.5,4.7,7.76,60,3,0,4,0
V03407,194945,10.16,9380,2398,94,28.1,13.2,3.15,4.52,99,3,0,4,1
V03408,197829,10.76,1586,1022,115,20.5,12.3,4.2,5.78,56,0,3,4,0
V03409,129252,17.36,11088,1971,102,21.9,14.4,2.15,7.0,72,2,0,2,0
V03410,267554,16.27,10209,378,82,33.1,13.1,4.96,4.55,88,0,7,1,1
V03411,285073,16.38,6413,1974,112,20.0,12.6,2.44,1.92,77,2,2,5,1
V03412,191625,16.29,5456,1186,102,25.1,10.5,1.26,4.96,82,3,2,3,0
V03413,282942,14.32,6145,1785,93,28.4,12.9,1.72,0.35,66,1,9,2,1
V03414,261260,16.92,7530,154,71,23.3,14.5,1.8,6.89,57,4,4,5,1
V03415,53804,15.77,3941,1200,94,21.3,10.8,3.15,1.6,86,1,2,4,1
V03416,87256,10.95,8405,644,71,25.3,13.5,1.57,7.32,58,4,0,5,1
V03417,249343,6.1,7840,1824,115,23.8,13.5,3.13,8.4,58,4,7,4,1
V03418,73359,11.04,1454,1433,99,33.3,10.9,2.81,5.88,57,4,7,5,0
V03419,211127,12.9,10696,959,95,28.1,14.2,4.74,7.67,79,0,0,5,0
V03420,283706,9.9,2098,1496,77,43.3,11.9,1.74,6.26,96,2,3,2,1
V03421,251537,15.17,10703,195,104,29.2,14.7,2.73,1.37,89,2,8,4,1
V03422,191681,16.35,9753,482,72,43.1,12.2,2.98,4.96,92,0,0,0,1
V03423,148798,15.08,2871,1438,108,41.7,12.6,4.18,2.04,60,3,4,2,0
V03424,173668,13.32,2652,2244,98,29.0,15.0,1.97,3.46,71,3,6,4,0
V03425,99291,15.6,4605,2005,117,40.2,11.3,3.16,1.54,59,1,7,0,1
V03426,66156,12.27,8121,2478,119,42.2,10.1,2.9,4.78,68,3,2,3,0
V03427,238055,11.66,8421,1039,100,40.0,13.8,2.61,6.32,85,4,1,3,1
V03428,67375,12.58,7700,1832,79,41.1,11.4,2.61,5.98,72,3,1,0,0
V03429,249104,15.15,6024,1769,80,31.7,10.0,1.53,5.57,87,4,9,5,1
V03430,82434,17.39,4985,770,79,23.6,14.5,1.36,2.0,76,1,7,3,0
V03431,222292,15.07,5669,739,88,33.1,14.4,3.01,4.42,66,0,8,1,0
V03432,216832,8.33,6288,1197,71,27.4,12.9,3.01,3.45,54,2,8,3,1
V03433,104330,8.7,584,1663,108,21.7,13.6,3.9,2.37,56,4,5,1,0
V03434,262676,10.64,1052,1457,99,28.8,12.6,4.38,2.77,97,4,2,3,0
V03435,151980,9.21,4137,1398,97,34.5,13.5,4.26,7.48,53,0,1,1,0
V03436,192149,14.38,5228,2473,108,27.5,14.2,3.29,8.01,74,0,6,5,0
V03437,295239,15.87,4221,434,104,38.1,13.5,2.67,9.79,76,2,5,1,0
V03438,190677,15.43,7261,469,110,42.3,11.7,1.33,7.3,97,0,1,0,1
V03439,196593,9.32,8555,201,96,25.1,12.7,2.63,0.57,83,3,1,3,0
V03440,116108,7.62,8625,316,73,33.3,14.4,2.68,4.47,56,2,9,1,0
V03441,276426,17.15,9995,393,98,34.5,13.0,1.25,5.87,69,0,8,2,1
V03442,67789,14.83,5230,1230,90,31.2,14.5,1.91,1.36,92,2,6,1,1
V03443,273203,15.26,11658,2496,94,28.7,11.0,4.75,2.76,57,2,8,1,1
V03444,84103,12.46,6035,610,90,42.4,12.2,3.05,7.42,52,1,4,1,1
V03445,95192,11.94,4085,2443,99,27.5,13.5,4.41,5.15,84,0,0,1,1
V03446,108260,14.08,4511,803,93,25.5,14.8,1.58,5.45,58,3,1,5,0
V03447,293735,17.99,5162,1798,119,35.6,12.9,2.62,1.39,98,0,0,2,0
V03448,179350,14.48,8272,2357,104,41.2,11.6,4.85,1.27,84,3,7,4,1
V03449,184406,17.02,6501,748,108,37.7,11.0,2.88,6.63,64,0,7,4,1
V03450,189648,9.56,2671,1593,92,32.7,13.6,3.8,7.88,96,1,8,4,1
V03451,266419,8.66,572,1917,108,42.1,14.8,1.95,1.95,69,4,2,4,1
V03452,96807,17.1,3549,846,76,22.6,13.9,3.62,3.36,86,4,0,5,0
V03453,250936,12.79,6252,625,116,35.1,11.6,1.61,9.78,99,0,9,0,1
V03454,276177,7.23,3991,605,101,41.3,11.9,2.8,5.41,54,0,2,5,0
V03455,285105,12.06,2295,1756,93,39.3,12.1,1.47,9.72,91,3,8,2,1
V03456,92598,15.54,2589,425,96,41.9,13.7,3.71,2.33,51,3,4,4,0
V03457,152087,16.31,10688,2149,106,35.2,14.0,1.38,8.63,88,1,5,4,1
V03458,155957,6.36,5947,54,113,20.6,12.9,1.84,7.08,94,2,3,1,1
V03459,191983,12.98,11760,2196,92,25.8,14.2,1.76,0.33,69,3,2,3,1
V03460,79369,17.97,10968,898,74,20.5,14.4,4.16,5.82,79,0,3,4,0
V03461,280241,14.53,1580,625,87,42.4,12.0,4.85,0.19,53,0,0,2,0
V03462,68849,15.96,8979,1471,113,24.3,10.4,1.42,8.03,83,0,1,2,1
V03463,116227,15.0,8543,1987,113,20.6,13.3,3.82,2.03,90,1,5,1,1
V03464,233391,11.95,8498,357,78,28.0,11.4,1.34,1.56,99,0,2,0,1
V03465,276798,15.2,3561,618,95,37.4,10.0,2.61,9.44,86,3,6,1,1
V03466,228197,6.57,11005,1042,106,36.3,12.4,3.37,4.28,63,0,8,2,0
V03467,148010,8.3,10846,826,78,21.4,10.0,2.22,2.93,79,0,8,1,1
V03468,98125,6.91,8655,359,97,30.2,14.3,1.58,9.82,86,3,9,0,1
V03469,162107,17.06,9747,1094,98,32.3,12.0,4.31,2.04,60,1,8,4,0
V03470,268133,8.45,8783,1019,115,44.0,13.7,1.58,7.52,74,3,6,5,1
V03471,280355,13.02,8915,700,104,36.1,15.0,2.11,6.6,76,2,0,1,1
V03472,122524,14.18,839,675,105,23.7,13.4,1.98,0.98,90,3,4,5,1
V03473,253647,11.79,8591,244,108,23.6,11.7,3.35,9.44,65,3,2,5,1
V03474,75435,15.12,1554,1375,87,32.9,14.4,4.66,0.68,86,2,6,0,0
V03475,61653,6.17,1176,750,114,30.4,10.6,2.15,2.6,81,0,8,5,1
V03476,276616,10.64,11122,444,97,31.2,12.1,4.5,5.81,93,1,4,2,1
V03477,84494,8.84,1460,667,95,35.7,13.4,4.22,0.67,86,3,5,3,0
V03478,221071,15.73,10104,2242,95,27.3,13.4,1.98,0.89,76,4,1,5,1
V03479,199189,14.98,5811,1664,106,29.8,12.5,4.29,9.34,57,3,4,0,1
V03480,106195,7.3,9891,751,94,21.4,13.7,2.56,4.08,90,3,8,4,1
V03481,125997,9.25,4782,2016,100,21.9,13.8,2.47,2.33,56,4,2,1,0
V03482,123888,15.67,7012,224,98,37.4,13.9,2.22,9.45,82,0,4,4,0
V03483,178489,17.82,9925,1105,90,40.3,11.7,2.38,7.06,57,1,6,1,1
V03484,104092,14.77,4732,674,103,35.2,13.0,3.83,1.71,83,4,5,1,0
V03485,87715,8.44,1165,2481,114,44.2,10.6,3.41,5.9,50,3,9,5,0
V03486,207006,9.79,5822,763,107,22.7,10.8,3.06,5.01,52,3,8,2,1
V03487,153712,10.47,3013,1696,99,25.4,11.0,3.76,0.51,79,4,2,4,1
V03488,151584,8.47,3969,1545,76,38.9,14.0,2.23,9.91,60,2,1,5,0
V03489,87118,14.49,3661,2077,83,24.4,10.8,1.89,2.68,72,3,6,5,0
V03490,236794,7.65,6646,948,106,42.6,12.0,3.48,9.1,90,4,0,3,1
V03491,145485,11.58,9526,784,101,38.8,14.0,1.08,8.35,60,1,4,4,1
V03492,244442,8.11,7116,160,83,38.5,13.0,1.98,1.25,84,3,3,3,1
V03493,77240,15.33,8699,886,105,20.6,14.3,1.51,0.65,74,4,1,1,1
V03494,105698,17.84,7097,1301,95,21.0,10.8,1.07,9.06,68,4,7,1,1
V03495,232703,12.22,2650,239,99,44.5,13.4,2.44,2.25,64,2,7,4,0
V03496,186095,12.0,7121,1021,79,44.0,11.3,4.51,3.11,66,0,3,5,0
V03497,123320,10.23,10039,1419,75,29.3,12.1,1.01,3.16,76,1,7,3,0
V03498,285134,10.28,4654,717,99,25.3,14.3,1.96,6.71,57,2,1,3,1
V03499,294925,16.74,10705,1413,75,38.7,12.4,2.45,1.23,89,3,7,1,1
V03500,272654,12.96,11729,1114,72,24.3,10.4,4.03,6.79,69,4,2,2,0
V03501,201586,13.14,7541,1348,72,33.5,14.1,1.3,3.44,55,3,2,5,0
V03502,222162,7.28,9890,1290,93,35.7,14.6,4.65,1.0,61,2,6,4,0
V03503,257180,8.98,4282,1458,118,21.2,11.4,3.77,9.8,50,4,9,3,1
V03504,113416,17.97,2124,906,77,21.4,14.8,2.29,8.03,93,1,0,5,1
V03505,249872,15.39,7216,692,82,36.6,11.0,1.87,3.06,89,4,3,2,0
V03506,106804,17.08,6482,1777,98,30.5,14.2,1.27,0.99,75,1,2,1,1
V03507,185013,11.79,10681,1773,79,36.3,14.5,3.33,6.98,69,3,0,1,1
V03508,56569,17.58,7966,1718,78,30.6,10.7,4.85,1.18,90,4,0,2,1
V03509,223282,14.64,9969,1926,115,30.5,11.4,3.91,0.07,61,3,1,3,1
V03510,210267,6.0,797,1330,116,35.1,10.5,4.07,4.47,88,3,1,5,1
V03511,282916,8.74,9160,816,118,30.9,14.4,1.16,7.41,53,0,4,5,1
V03512,232338,10.2,5099,777,119,42.4,13.5,3.45,2.23,91,4,6,0,1
V03513,165898,17.37,7961,468,95,34.6,10.6,3.39,5.26,96,2,1,5,1
V03514,298072,10.6,5999,1158,73,24.9,10.0,3.43,1.24,54,3,9,3,1
V03515,276330,15.46,1603,939,71,31.9,12.1,3.31,7.94,96,1,0,4,1
V03516,71388,13.05,5069,2174,72,32.9,11.0,3.0,5.56,69,1,7,5,1
V03517,81172,7.62,1502,1232,118,30.0,12.0,2.65,4.05,88,1,6,3,0
V03518,53366,9.58,4923,2435,79,40.6,14.9,2.53,2.23,95,4,3,2,1
V03519,128453,14.65,10328,2396,92,27.2,13.3,1.01,1.33,88,4,2,5,1
V03520,50912,9.99,3535,1558,107,34.2,13.9,1.93,1.22,82,3,5,4,1
V03521,189013,14.87,4389,2182,114,23.1,10.2,2.32,7.32,59,2,5,4,1
V03522,250104,15.14,10890,494,114,41.6,13.8,1.18,9.66,75,4,2,0,0
V03523,184145,6.61,8069,1811,77,23.3,11.2,1.04,5.25,98,4,6,5,1
V03524,263174,17.71,1024,244,97,24.8,11.5,2.99,4.87,53,1,8,3,0
V03525,79638,8.38,1571,1038,109,34.3,12.1,3.6,7.04,82,2,1,0,0
V03526,173255,10.06,6078,1814,109,20.1,14.9,2.67,7.29,78,1,6,3,1
V03527,208353,10.72,10968,569,108,23.0,14.7,1.51,2.62,96,0,1,2,1
V03528,77818,13.72,3549,2254,81,41.7,11.3,4.47,5.79,56,4,8,1,1
V03529,191703,6.79,7878,2024,79,23.4,13.9,1.07,5.51,71,3,3,2,1
V03530,141558,6.15,8373,1815,93,37.1,11.7,4.67,1.53,67,0,0,1,0
V03531,168393,6.07,10827,785,86,40.8,13.1,3.27,9.5,67,1,7,3,1
V03532,132689,16.35,3625,1227,75,41.3,14.1,2.41,6.18,53,0,2,1,0
V03533,80328,8.98,7980,869,92,44.0,10.1,1.92,4.92,77,2,7,5,1
V03534,116766,9.49,7293,166,74,22.8,11.5,2.55,5.22,96,0,7,1,1
V03535,56819,15.95,6915,1250,82,43.1,10.8,1.69,0.79,63,4,0,2,0
V03536,251409,17.43,11081,995,102,33.2,13.8,3.31,6.22,61,1,1,0,1
V03537,258713,17.3,6899,1906,85,36.5,11.8,4.68,5.55,50,4,4,3,0
V03538,128889,8.06,5880,211,90,34.4,14.7,3.44,9.91,85,4,5,4,1
V03539,286171,16.55,8598,1592,115,33.3,11.0,3.18,9.41,57,3,9,0,1
V03540,96082,12.91,2029,90,71,28.6,14.8,4.9,3.42,69,2,4,3,0
V03541,281282,9.68,11898,720,85,35.1,10.2,3.19,1.49,91,1,9,3,1
V03542,233607,11.22,4888,2153,83,42.7,12.1,3.52,8.29,90,3,6,4,1
V03543,243829,10.85,7368,2182,70,21.6,10.8,1.54,1.0,98,3,6,3,1
V03544,70244,15.97,3629,2309,80,29.9,11.6,4.53,7.28,73,3,0,4,0
V03545,56233,6.9,2606,2050,101,34.1,11.7,4.44,9.03,99,1,0,0,0
V03546,102093,8.98,6324,1810,113,20.6,14.2,3.42,9.28,77,0,7,5,0
V03547,215290,6.22,3752,708,111,44.4,11.7,3.92,9.65,79,2,4,5,1
V03548,87955,13.97,7249,1565,75,21.6,12.8,2.23,7.23,87,4,3,3,0
V03549,185663,17.78,7147,236,111,30.7,11.9,1.84,0.62,58,0,5,4,1
V03550,56754,9.32,1558,1384,109,21.2,11.3,2.06,9.9,67,4,5,4,0
V03551,279212,6.29,501,1843,100,37.5,13.7,2.09,6.56,88,1,7,1,1
V03552,216312,10.81,4186,1317,75,43.3,10.7,3.96,6.53,93,4,1,1,1
V03553,113363,13.51,3729,2438,77,30.6,11.3,1.65,7.1,64,2,1,1,1
V03554,200218,14.48,10115,2163,90,29.7,13.4,3.26,0.91,99,4,1,0,1
V03555,242754,13.11,8946,1866,72,39.8,12.6,1.3,5.82,65,2,6,0,1
V03556,295019,15.12,8927,574,74,20.5,11.4,1.63,0.86,63,1,2,0,1
V03557,119785,12.35,8193,1307,97,27.5,12.0,4.48,3.72,68,3,8,4,0
V03558,222333,7.11,4098,624,111,38.8,14.2,2.96,0.1,93,2,0,2,0
V03559,217870,15.74,3633,1585,108,33.4,10.7,3.65,7.01,89,3,9,3,0
V03560,123308,7.99,8999,517,88,30.5,11.5,1.65,6.42,75,0,2,4,1
V03561,51444,15.53,3058,1338,119,32.8,10.2,4.69,8.7,50,0,5,2,1
V03562,208246,9.06,3190,1418,90,23.1,13.1,2.69,6.41,55,3,8,5,0
V03563,83247,14.5,1695,2414,112,35.9,14.8,4.64,9.64,80,2,1,2,1
V03564,298234,15.83,9986,1026,81,40.7,14.0,1.81,8.17,92,0,2,1,0
V03565,76676,17.55,538,2339,97,33.4,11.5,3.7,8.42,88,3,9,5,0
V03566,213283,6.88,7842,1525,99,44.9,13.6,1.54,8.34,96,0,3,2,0
V03567,153884,6.0,4082,494,112,22.3,14.9,4.43,5.66,62,3,2,1,0
V03568,247005,10.32,5503,648,75,21.9,11.1,3.56,9.38,52,1,9,4,1
V03569,130089,11.43,4826,753,111,43.9,11.5,3.51,5.03,62,0,2,4,0
V03570,115074,15.69,8029,278,73,44.9,11.1,2.43,1.03,57,2,9,4,1
V03571,273429,16.8,2457,2060,96,36.0,14.8,3.7,7.0,79,2,8,1,1
V03572,248752,15.34,6769,2001,96,39.2,10.3,2.8,8.06,87,2,7,4,0
V03573,207331,17.42,10657,689,106,29.7,11.4,2.38,5.97,80,2,5,5,1
V03574,239793,6.62,10529,1934,114,39.6,14.7,3.67,2.1,91,4,1,4,1
V03575,169477,12.68,10680,2063,87,38.6,11.4,3.02,8.9,84,0,0,1,0
V03576,259704,14.66,4458,159,73,44.4,13.9,1.42,7.28,50,2,2,5,1
V03577,298820,17.46,11094,453,90,22.6,12.9,4.83,6.91,54,4,0,5,1
V03578,66162,16.76,8442,1226,109,41.0,14.3,4.29,3.76,52,0,3,2,0
V03579,133716,8.19,7584,2364,100,31.1,14.8,1.0,7.13,55,3,4,3,1
V03580,258987,16.26,10252,286,94,42.7,14.9,2.41,3.85,89,3,4,5,0
V03581,74781,7.21,4452,2088,96,42.5,12.4,1.85,6.64,70,0,5,2,1
V03582,118654,10.49,8360,1238,89,30.8,10.8,1.2,1.45,78,4,3,1,0
V03583,248991,16.31,726,2078,81,24.7,14.8,2.87,3.64,92,2,3,2,1
V03584,68835,17.64,6835,1596,89,43.0,14.5,3.77,4.89,91,2,8,3,0
V03585,143740,6.13,3957,1620,116,38.6,14.6,1.45,0.11,90,0,9,4,1
V03586,201939,11.59,9750,724,103,32.4,11.6,3.15,2.95,72,0,4,5,0
V03587,158532,11.63,3492,459,101,23.8,10.1,2.67,9.52,84,2,5,3,0
V03588,205354,17.68,3640,211,101,20.1,14.0,4.74,7.97,88,0,9,0,0
V03589,256751,9.06,11796,1513,105,38.9,11.1,3.35,9.98,57,3,0,2,1
V03590,107579,9.04,11062,1981,102,27.4,12.9,2.57,6.84,62,3,9,4,1
V03591,67134,6.94,9658,852,115,26.5,11.5,2.57,2.17,91,2,3,2,0
V03592,83147,15.13,1202,1020,85,30.1,11.7,3.48,7.85,88,4,7,3,0
V03593,208568,8.07,10796,254,113,24.3,12.7,2.37,5.42,64,0,4,3,1
V03594,295400,6.37,5205,93,84,25.7,13.1,4.15,4.28,54,2,0,1,0
V03595,135095,16.25,8447,2032,104,29.4,12.3,4.94,6.87,64,1,9,1,0
V03596,214001,9.41,10141,2460,71,29.5,12.8,3.98,3.48,88,4,4,0,1
V03597,119099,17.49,6809,1648,84,39.7,13.0,2.21,2.27,98,3,9,1,1
V03598,77196,15.85,5015,1038,98,23.0,12.6,2.6,2.5,87,3,0,3,1
V03599,113389,6.41,3699,778,72,20.9,10.4,2.37,6.46,88,2,9,3,0
V03600,83725,6.89,1811,827,108,35.7,14.6,1.94,0.39,52,2,4,0,0
V03601,255556,11.52,1372,1277,87,36.6,11.1,1.75,6.72,52,3,9,2,1
V03602,81390,6.88,2969,158,116,37.7,14.2,4.94,1.24,95,3,5,4,0
V03603,206988,10.47,8918,1995,113,37.2,10.9,3.64,3.94,79,2,2,4,1
V03604,152175,7.17,547,1469,99,41.8,10.2,1.89,5.96,57,2,9,4,1
V03605,273246,16.22,2957,1209,84,37.8,11.7,3.92,7.25,67,4,4,1,0
V03606,148406,15.1,5503,2388,76,33.7,12.0,3.65,3.96,56,2,2,3,0
V03607,278021,16.48,10321,1025,108,40.2,13.5,1.38,5.05,85,4,7,3,1
V03608,110342,10.06,7566,526,104,32.9,11.4,1.62,6.1,69,4,0,2,1
V03609,233090,12.72,6049,2031,78,34.4,11.0,4.42,6.62,73,0,0,0,1
V03610,210820,6.17,5558,779,102,21.5,13.6,4.0,5.72,91,3,8,3,1
V03611,84011,13.7,11259,1528,73,41.4,13.2,2.63,5.5,83,4,0,0,1
V03612,109907,15.12,6425,1970,71,26.0,13.1,1.65,6.23,56,2,1,4,1
V03613,174108,13.11,2389,740,111,40.9,10.4,4.56,0.8,53,1,4,2,1
V03614,228507,17.99,7254,298,94,38.6,13.9,4.43,2.7,73,2,5,0,0
V03615,143613,6.59,1976,2431,89,37.1,13.0,3.54,5.86,67,1,9,3,0
V03616,258803,6.16,2516,335,116,38.2,14.4,3.64,1.02,96,1,6,1,1
V03617,244082,14.52,11765,171,83,35.2,12.0,3.74,1.93,79,2,9,1,0
V03618,102898,7.38,8270,1710,76,43.2,11.8,2.1,6.09,65,1,4,1,1
V03619,124431,9.4,4693,940,107,38.2,13.8,3.32,2.38,62,1,2,4,0
V03620,266336,17.8,933,959,78,44.9,14.9,3.71,6.11,87,4,7,4,1
V03621,204813,6.11,3882,2404,99,40.7,13.2,1.92,1.92,77,4,1,3,1
V03622,157912,13.7,2974,982,115,44.9,10.3,1.2,5.15,72,1,6,1,0
V03623,183472,16.58,5030,2243,102,32.1,11.7,4.52,7.34,86,2,4,5,1
V03624,218674,8.32,3249,1658,89,27.1,14.4,4.22,8.73,76,3,7,5,1
V03625,102637,6.01,11696,1497,78,25.7,12.0,2.69,0.96,82,1,4,2,0
V03626,91538,7.17,11445,1934,70,41.8,10.6,1.62,7.98,63,4,4,0,1
V03627,95502,13.0,6857,1457,104,34.7,12.3,2.82,7.59,70,0,7,1,0
V03628,140019,6.48,750,2245,78,28.2,12.2,4.95,8.58,88,4,9,0,1
V03629,140317,9.59,2247,1965,100,31.4,12.4,2.85,0.76,69,4,2,4,0
V03630,127436,12.51,11696,1217,114,43.3,11.3,1.85,0.89,93,2,7,3,0
V03631,292803,17.26,1695,1528,117,33.1,14.6,3.05,4.3,87,1,8,2,1
V03632,103829,14.21,6582,2150,86,27.3,10.8,2.27,7.83,68,4,5,4,0
V03633,181916,12.33,6937,402,83,27.9,10.1,3.37,9.84,51,2,5,1,0
V03634,69567,6.53,847,1417,97,34.3,13.4,1.33,0.01,70,4,5,0,0
V03635,275773,13.99,8011,149,77,43.4,10.9,4.17,2.33,57,3,2,3,0
V03636,251394,10.17,8774,1674,109,27.1,10.3,1.83,3.14,51,2,6,4,0
V03637,90910,9.55,11594,750,78,30.8,10.2,3.78,5.31,80,3,9,2,0
V03638,74108,8.34,9470,1564,114,37.1,10.4,4.89,4.19,96,3,2,4,1
V03639,194653,15.2,1878,394,83,43.3,12.5,1.75,8.59,67,0,6,1,1
V03640,280800,12.64,5503,398,104,30.3,13.0,2.99,4.05,92,0,8,2,0
V03641,65820,15.69,8290,2065,89,30.8,13.7,4.48,7.99,73,1,5,4,1
V03642,54576,14.63,3104,1170,106,26.0,11.7,2.21,3.02,80,1,6,4,0
V03643,99476,8.16,3123,506,86,34.7,12.3,3.86,6.88,93,2,5,0,0
V03644,206967,9.21,8816,1622,73,22.4,12.3,1.87,9.74,79,1,1,0,1
V03645,263042,13.47,7873,1934,110,34.3,14.8,3.09,7.03,65,1,4,4,1
V03646,235228,12.02,5527,204,84,32.6,10.6,2.55,7.97,86,0,9,0,1
V03647,272644,14.07,11476,1466,88,39.1,14.0,4.99,7.94,76,4,3,5,0
V03648,281113,6.58,6312,392,113,29.9,14.3,2.11,2.54,60,0,2,2,1
V03649,114451,9.15,8113,1665,76,27.4,10.4,3.17,2.25,68,0,1,4,1
V03650,121463,17.08,1509,586,112,29.6,10.1,3.71,5.95,62,3,3,4,0
V03651,188452,9.14,962,922,71,32.9,12.7,1.64,4.28,59,4,7,3,0
V03652,170654,12.58,8579,1641,90,44.0,11.3,1.06,7.27,60,1,9,3,0
V03653,241144,10.42,4475,1508,114,36.9,13.6,4.33,4.16,91,1,5,5,1
V03654,201520,13.34,5904,416,100,34.5,14.9,1.66,3.87,72,3,9,5,1
V03655,172172,8.73,2690,1800,113,21.4,13.8,4.95,2.11,70,4,9,3,0
V03656,134157,14.69,3855,465,97,30.9,13.5,3.9,0.9,92,1,0,3,0
V03657,104263,10.21,7614,926,77,35.6,12.3,1.23,8.58,96,2,1,3,0
V03658,294472,13.36,9190,1196,80,34.8,10.1,1.91,2.1,50,1,9,0,0
V03659,258874,8.2,9835,1344,91,20.3,10.1,4.04,9.43,56,2,1,5,1
V03660,271392,17.48,9546,1983,106,36.1,12.1,1.13,1.46,79,2,8,1,0
V03661,90775,14.3,8919,128,84,22.5,11.6,1.27,2.24,87,0,2,3,1
V03662,172251,15.98,9339,980,76,40.3,14.1,4.71,1.93,76,3,5,0,0
V03663,187921,6.02,4960,858,111,34.9,11.2,3.17,0.4,74,3,8,2,0
V03664,270819,13.21,10884,458,112,38.1,13.9,3.8,5.19,89,2,9,3,1
V03665,179719,16.79,11336,2014,98,32.8,14.1,1.42,5.33,85,3,0,2,0
V03666,85200,14.86,2243,1931,97,34.0,14.4,1.82,3.11,95,2,9,4,0
V03667,278241,12.57,8656,1051,76,24.5,14.6,1.49,1.61,89,4,0,1,0
V03668,139040,8.04,7011,1490,86,30.1,13.0,1.72,8.33,84,2,2,1,1
V03669,187948,15.53,8390,1124,118,22.0,14.9,2.08,3.69,51,3,0,1,1
V03670,147667,9.5,6905,635,75,27.9,11.9,2.89,1.01,89,0,5,3,1
V03671,58338,6.69,3746,1869,76,23.7,14.0,4.51,7.28,95,4,2,4,1
V03672,203177,9.84,10028,2393,73,20.2,11.5,3.97,4.19,51,4,4,5,1
V03673,85889,11.0,9625,857,89,27.5,14.9,3.54,3.53,56,1,8,5,0
V03674,258268,13.47,6557,903,70,27.2,10.1,2.75,8.72,82,0,6,2,1
V03675,100000,17.15,3673,728,113,28.5,12.6,1.11,3.62,67,3,1,1,0
V03676,89488,13.62,2747,1190,81,38.8,14.9,2.78,4.61,91,0,6,5,0
V03677,123857,7.1,5009,2472,74,32.7,13.5,3.21,1.62,87,3,7,4,1
V03678,120297,15.95,1681,405,109,29.9,13.0,2.54,4.35,86,3,6,0,0
